calibration_spectrum_folder,R_450_std,R_600_std,betabar_450_std,betabar_600_std,filtertype_std,AAE_std
Ulyana ful/,0.99,0.6803131313131313,0.2556389242433743,0.29693215350346097,millipore,-0.5204970729206025
