calibration_spectrum_folder,R_450_std,R_600_std,betabar_450_std,betabar_600_std,filtertype_std,AAE_std
UPS_INKStandards/,0.99,0.6103838383838384,0.10034710238911285,0.09743281664750335,nucleopore,0.1024468402248533
