calibration_spectrum_folder,kappa_450,kappa_600,R1R2_450,R1R2_600,beta_std_450,beta_std_600,AAE_std
Ulyana ful/,1.1650507660532758,1.8026485874250013,0.8551887789500963,0.20135563881133442,2,19.77965849125039,-7.965414252614774
