Standard,LRF,R1R2_1,R1R2_2,beta1_std,beta2_std,AAE_std,LAHM_factor
UPS_INKStandards/,0.3909090909090909,0.5342809364548495,0.6023411371237458,5,3.837305416303432,0.92,0.46315789473684216
