calibration_spectrum_folder,betabar_450_std,betabar_600_std,filtertype_std,p_L_450,p_L_600,AAE_std
UPS_INKStandards/,0.06223193147969459,0.05498244495094332,nucleopore,[ 6.25586230e+00  6.23233270e+00 -2.04196145e-05],[ 5.40369813e+00  7.86488659e+00 -6.66150850e-06],0.4305248611059947
