Standard,LRF,R1R2_1,R1R2_2,beta1_std,beta2_std,AAE_std,LAHM_factor
2026July7/NucFul/,0.1101010101010101,0.8081939799331104,0.8349498327759197,8.9,6.504393149544957,1.09,0.46315789473684216
