calibration_spectrum_folder,kappa_450,kappa_600,R1R2_450,R1R2_600,beta_std_450,beta_std_600,AAE_std
Ulyana ful/,1.1175770258306388,0.21171543734834042,0.8497557336594602,0.20135563881133547,2,2.323059012881579,-0.5204970729206022
