LAHM file name,t_0 value,ISSW file name,AAE value,Plot group
,NaN,MtRainierSummit06-2-25.txt,1.43444455945,Rainier summit
Rainier_summit_06-25-25_LAHM_1.txt,5.35211447359,Rainier_summit_06-25-25.txt,1.47030776995,Rainier summit
Rainier_summit_08-25-25_LAHM_1.txt,6.31856903849,MtRainierSummit08-25-25.txt,2.24898582901,Rainier summit
Rainier_summit_08-25-25_LAHM_2.txt,6.27080631466,Rainier_summit_08-25-25.txt,2.37367937716,Rainier summit
10 ug.txt,5.55210499206,10 ug.txt,-0.00285389688464,Fullerene standards
25 ug.txt,5.37322878412,25 ug.txt,-1.93468943517,Fullerene standards
2 ug.txt,6.41279999744,2 ug.txt,0.834010805466,Fullerene standards
40 ug.txt,5.21588518814,40 ug.txt,-2.94447006625,Fullerene standards
5 ug.txt,5.74348597572,5 ug.txt,0.188872953199,Fullerene standards
66 ug.txt,5.13313338285,66 ug.txt,-3.36126794266,Fullerene standards
run_1.txt,4.40811455978,,NaN,Other samples
run_1.txt,4.53780189533,,NaN,Other samples
run_1.txt,4.75535027992,,NaN,Other samples
run_1.txt,4.53108579293,,NaN,Other samples
run_1.txt,4.57458240393,,NaN,Other samples
run_1.txt,4.06401012499,,NaN,Other samples
run_1.txt,4.29842609629,,NaN,Other samples
run_1.txt,3.97872238159,,NaN,Other samples
run_1.txt,4.01888679844,,NaN,Other samples
run_1.txt,4.04378030035,,NaN,Other samples
run_1.txt,4.22549737644,,NaN,Other samples
run_1.txt,4.02358678811,,NaN,Other samples
run_1.txt,4.20090690996,,NaN,Other samples
run_1.txt,4.11757282411,,NaN,Other samples
run_1.txt,4.24500917098,,NaN,Other samples
run_1.txt,4.23792655362,,NaN,Other samples
run_1.txt,4.22487514963,,NaN,Other samples
run_1.txt,4.36563823468,,NaN,Other samples
run_1.txt,4.22274558488,,NaN,Other samples
run_1.txt,4.20674649995,,NaN,Other samples
run_1.txt,4.06662151258,,NaN,Other samples
run_1.txt,7.31165045237,,NaN,Other samples
run_1.txt,7.21078075634,,NaN,Other samples
run_1.txt,4.69258899185,,NaN,Other samples
run_1.txt,4.55472193104,,NaN,Other samples
run_1.txt,4.26065342645,,NaN,Other samples
run_1.txt,4.61908198534,,NaN,Other samples
run_1.txt,4.13898487564,,NaN,Other samples
run_1.txt,4.08242314916,,NaN,Other samples
run_1.txt,4.05453972787,,NaN,Other samples
run_1.txt,4.0901555693,,NaN,Other samples
run_1.txt,6.76622662084,,NaN,Other samples
run_1.txt,6.03529664198,,NaN,Other samples
run_1.txt,4.27230352972,,NaN,Other samples
run_1.txt,4.18997011371,,NaN,Other samples
run_1.txt,3.96629603342,,NaN,Other samples
run_1.txt,4.09387933062,,NaN,Other samples
run_1.txt,4.10369186418,,NaN,Other samples
run_1.txt,4.03419594863,,NaN,Other samples
run_1.txt,3.99187996746,,NaN,Other samples
run_1.txt,4.01470075825,,NaN,Other samples
run_1.txt,3.96591989076,,NaN,Other samples
run_1.txt,5.03640355651,,NaN,Other samples
run_1.txt,5.65585776063,,NaN,Other samples
run_1.txt,5.60224161232,,NaN,Other samples
run_1.txt,4.2239627005,,NaN,Other samples
run_1.txt,4.18822783287,,NaN,Other samples
run_1.txt,4.1770791018,,NaN,Other samples
run_1.txt,4.15995385573,,NaN,Other samples
run_1.txt,4.04845046048,,NaN,Other samples
run_1.txt,4.16081141178,,NaN,Other samples
run_1.txt,4.19880642719,,NaN,Other samples
run_1.txt,4.22634758939,,NaN,Other samples
run_1.txt,4.18088665278,,NaN,Other samples
run_1.txt,4.15127297373,,NaN,Other samples
run_1.txt,4.08135780824,,NaN,Other samples
run_1.txt,5.1228815602,,NaN,Other samples
run_1.txt,5.14261765956,,NaN,Other samples
run_1.txt,4.81266867006,,NaN,Other samples
run_1.txt,4.11166858931,,NaN,Other samples
run_1.txt,4.08889076339,,NaN,Other samples
